Name	Length	EffectiveLength	TPM	NumReads
NR_103451	865	654.845	0	0
NM_001243523	577	367.71	0	0
NR_038931	2432	2221.41	1.64478	45.9762
NR_110396	2909	2698.41	9.03291	306.713
NR_038401	2146	1935.41	0.143127	3.48572
NR_027354	1104	893.413	0.839375	9.43636
NR_027311	2290	2079.41	0	0
NM_001257177	2344	2133.41	0	0
NR_026954	2761	2550.41	0	0
NR_036538	1964	1753.41	0.181292	4
NR_002186	2760	2549.41	17.5525	563.086
NR_003542	751	540.99	0.293795	2
NR_015444	2012	1801.41	0	0
NR_024013	608	398.49	1.39599	7
NR_024365	2241	2030.41	0	0
NR_027312	2293	2082.41	0	0
NR_027417	2097	1886.41	1.00491	23.8538
NR_110209	2275	2064.41	0.746642	19.3957
NR_039980	2328	2117.41	26.3518	702.121
NR_033896	1022	811.413	3.33512	34.0525
NR_026998	1016	805.413	0.49335	5
NR_026964	5022	4811.41	0	0
NR_030728	1739	1528.41	0	0
NR_109948	4824	4613.41	0	0
NR_027240	4162	3951.41	0	0
NR_033748	1724	1513.41	0	0
NR_026657	502	293.748	0	0
NR_046107	3729	3518.41	0	0
NR_102268	670	460.182	0	0
NR_034127	1796	1585.41	9.11199	181.783
NR_036691	1354	1143.41	0	0
NR_026877	2211	2000.41	0	0
NR_026967	2078	1867.41	4.53701	106.612
NR_027282	2112	1901.41	2.74692	65.7232
NR_104171	2365	2154.41	0	0
NR_110248	1880	1669.41	0	0
NR_110737	781	570.956	0.991729	7.12512
NR_110738	710	500.073	0	0
NR_110804	2265	2054.41	1.39012	35.9365
NR_120363	2535	2324.41	0	0
NR_120402	1301	1090.41	0	0
NR_024498	3653	3442.41	15.7496	682.228
NR_120424	1762	1551.41	10.1925	198.979
NR_120422	1959	1748.41	0	0
NR_120450	2459	2248.41	0.070848	2.00447
NR_120606	1182	971.413	0	0
NR_120653	2042	1831.41	0	0
NR_121579	1139	928.413	1.26558	14.7853
NR_121582	3031	2820.41	3.21024	113.932
NR_121623	860	649.85	0	0
NR_122121	692	482.118	1.81319	11
NR_125390	2218	2007.41	0.0395883	1
NR_125428	990	779.724	0	0
NR_125855	693	483.115	0	0
NR_125868	898	687.809	0	0
NR_125862	1548	1337.41	0	0
NR_125894	2121	1910.41	0	0
NR_125895	643	433.305	0	0
NR_125909	2838	2627.41	0	0
NR_039650	86	19.617	0	0
NR_120521	1187	976.413	0.16278	2
NR_039766	55	6.62427	0	0
NR_037436	97	21.3726	0	0
NR_036243	76	15.6489	0	0
NR_028471	1060	849.413	0	0
NR_027251	1698	1487.41	5.7179	107.02
NR_047029	798	587.934	0	0
NR_047015	411	206	0	0
NR_046547	307	112.92	0	0
NR_039784	66	10.9355	0	0
NR_045529	4983	4772.41	1.41223	84.8087
NR_110525	768	557.969	0	0
NR_037839	880	669.825	0	0
NR_003082	2070	1859.41	0	0
NR_125932	1506	1295.41	0.184518	3.00777
NR_046262	5346	5135.41	12.7787	825.768
NR_024274	616	406.44	0	0
NR_037184	631	421.345	1.13275	6.00578
NR_103717	2186	1975.41	0	0
NR_027080	1371	1160.41	0	0
NR_126347	779	568.957	1.26255	9.03909
NR_126360	311	116.257	0	0
NR_126379	715	505.062	0.314695	2
NR_126377	2359	2148.41	0	0
NR_126390	3939	3728.41	0	0
NR_126392	618	408.425	0	0
NR_126452	1428	1217.41	0	0
NR_049849	60	8.39106	0	0
NR_049883	72	13.7942	0	0
NR_049882	78	16.615	0	0
NR_027695	860	649.85	0	0
NR_125806	1095	884.413	0	0
NR_003945	8741	8530.41	61.5171	6603.32
NR_031690	77	16.1475	0	0
NR_030384	95	21.2775	0	0
NR_031735	80	17.4545	31.871	7
NR_030194	87	19.9377	0	0
NR_030590	79	17.0451	0	0
NR_030307	96	21.3359	0	0
NR_039793	76	15.6489	0	0
NR_030337	96	21.3359	0	0
NR_036145	84	18.8859	0	0
NR_036143	84	18.8859	0	0
NR_031658	117	18.3988	0	0
NR_030363	98	21.3926	0	0
NR_030356	94	21.1964	0	0
NR_031642	84	18.8859	0	0
NR_031708	84	18.8859	0	0
NR_030589	77	16.1475	0	0
NR_030581	79	17.0451	0	0
NR_039659	55	6.62427	0	0
NR_031604	76	15.6489	0	0
NR_031746	49	7.63924	0	0
NR_030408	66	10.9355	0	0
NR_030309	75	15.1607	0	0
NR_031677	102	21.0985	0	0
NR_030331	98	21.3926	0	0
NR_030628	53	6.12284	0	0
NR_037442	65	10.5313	0	0
NR_030760	98	21.3926	0	0
NR_039933	76	15.6489	0	0
NR_030289	79	17.0451	0	0
NR_031715	47	8.37493	0	0
NR_031752	100	21.3353	0	0
NR_031667	86	19.617	0	0
NR_030362	94	21.1964	0	0
NR_031646	86	19.617	0	0
NR_030348	97	21.3726	0	0
NR_030395	100	21.3353	0	0
NR_031710	79	17.0451	0	0
NR_031624	116	18.5352	0	0
NR_039871	76	15.6489	0	0
NR_039794	76	15.6489	0	0
NR_030280	96	21.3359	0	0
NR_030626	56	6.89757	0	0
NR_030641	94	21.1964	0	0
NR_030322	95	21.2775	0	0
NR_031635	90	20.7035	0	0
NR_031683	72	13.7942	0	0
NR_036140	84	18.8859	0	0
NR_049832	65	10.5313	0	0
NR_030279	68	11.8141	0	0
NR_030340	95	21.2775	0	0
NR_030374	94	21.1964	0	0
NR_126517	909	698.796	0	0
NR_002954	147	19.0538	0	0
NR_030342	67	11.3583	0	0
NR_031685	78	16.615	0	0
NR_033926	2652	2441.41	12.9405	397.546
NR_130727	3613	3402.41	0	0
NR_130768	1392	1181.41	0.225089	3.3462
NR_130772	5345	5134.41	0.871801	56.3255
NR_130771	5438	5227.41	2.82603e-09	1.85892e-07
NR_046619	448	241.261	0	0
NR_047025	868	657.84	0	0
NR_126560	2055	1844.41	0	0
NR_039667	83	18.5356	0	0
NR_003138	1980	1769.41	9.74966	217.078
NR_026808	3281	3070.41	7.49455	289.56
NR_024277	1869	1658.41	2.74993	57.3866
NR_046820	764	553.972	0	0
NR_104158	399	194.723	0	0
NR_126441	734	524.022	6.23354	41.1036
NR_024615	2264	2053.41	0	0
NR_027715	1839	1628.41	2.24669	46.0367
NR_026812	1502	1291.41	1.95753	31.8104
NR_024560	3024	2813.41	0	0
NR_046218	554	344.927	0	0
NR_003934	2426	2215.41	0.10612	2.95834
NR_077215	1890	1679.41	0.378561	8
NR_120396	1243	1032.41	0	0
NR_027420	8205	7994.41	2.69078	270.684
NM_001287812	767	556.97	0	0
NM_153478	886	675.821	0	0
NM_001288707	1838	1627.41	7.32575	150.019
NR_126421	928	717.78	0	0
NR_126515	604	394.519	0	0
NR_027006	5153	4942.41	0	0
NR_130112	1132	921.413	4.59931	53.3266
NR_130113	1037	826.413	0	0
NR_130114	1028	817.413	1.51891	15.6232
NR_130642	4883	4672.41	0.399488	23.4877
NR_130643	2216	2005.41	0	0
NR_130649	2502	2291.41	2.75615	79.47
NR_130705	1034	823.413	0.901396	9.33964
