Name	Length	EffectiveLength	TPM	NumReads
NR_103451	865	658.611	0	0
NM_001243523	577	371.255	0	0
NR_038931	2432	2225.27	1.46043	46.5307
NR_110396	2909	2702.27	7.98972	309.126
NR_038401	2146	1939.27	0	0
NR_027354	1104	897.273	0	0
NR_027311	2290	2083.27	0	0
NM_001257177	2344	2137.27	0.0326787	1
NR_026954	2761	2554.27	0	0
NR_036538	1964	1757.27	0	0
NR_002186	2760	2553.27	15.4409	564.476
NR_003542	751	544.73	0.256433	2
NR_015444	2012	1805.27	0	0
NR_024013	608	402.084	1.04222	6
NR_024365	2241	2034.27	0.103	3
NR_027312	2293	2086.27	0	0
NR_027417	2097	1890.27	0	0
NR_110209	2275	2068.27	0.53111	15.7278
NR_039980	2328	2121.27	22.3262	678.087
NR_033896	1022	815.273	2.39881	28.0011
NR_026998	1016	809.273	0.863877	10.0097
NR_026964	5022	4815.27	0	0
NR_030728	1739	1532.27	0	0
NR_109948	4824	4617.27	0	0
NR_027240	4162	3955.27	0	0
NR_033748	1724	1517.27	0	0
NR_026657	502	297.023	0	0
NR_046107	3729	3522.27	0	0
NR_102268	670	463.867	0	0
NR_034127	1796	1589.27	7.43469	169.175
NR_036691	1354	1147.27	0	0
NR_026877	2211	2004.27	0	0
NR_026967	2078	1871.27	2.0063	53.7537
NR_027282	2112	1905.27	2.8456	77.6258
NR_104171	2365	2158.27	0	0
NR_110248	1880	1673.27	0	0
NR_110737	781	574.692	0	0
NR_110738	710	503.787	0	0
NR_110804	2265	2058.27	2.89249	85.2412
NR_120363	2535	2328.27	1.03939	34.6488
NR_120402	1301	1094.27	0	0
NR_024498	3653	3446.27	11.9209	588.21
NR_120424	1762	1555.27	5.41546	120.592
NR_120422	1959	1752.27	0	0
NR_120450	2459	2252.27	0.0629423	2.02973
NR_120606	1182	975.273	0	0
NR_120653	2042	1835.27	0	0
NR_121579	1139	932.273	1.50867	20.1378
NR_121582	3031	2824.27	3.07126	124.193
NR_121623	860	653.615	0	0
NR_122121	692	485.828	0.575046	4
NR_125390	2218	2011.27	0.0694519	2
NR_125428	990	783.522	0	0
NR_125855	693	486.827	0	0
NR_125868	898	691.582	0	0
NR_125862	1548	1341.27	0	0
NR_125894	2121	1914.27	0	0
NR_125895	643	436.935	0	0
NR_125909	2838	2631.27	0	0
NR_039650	86	19.0965	0	0
NR_120521	1187	980.273	0.142498	2
NR_039766	55	6.89369	0	0
NR_037436	97	20.1586	0	0
NR_036243	76	15.6399	0	0
NR_028471	1060	853.273	0	0
NR_027251	1698	1491.27	4.35588	93.0053
NR_047029	798	591.679	0	0
NR_047015	411	208.823	0	0
NR_046547	307	114.769	0	0
NR_039784	66	11.2195	0	0
NR_045529	4983	4776.27	1.18035	80.7191
NR_110525	768	561.704	0	0
NR_037839	880	673.6	0	0
NR_003082	2070	1863.27	0	0
NR_125932	1506	1299.27	0.323027	6.00917
NR_046262	5346	5139.27	11.4113	839.672
NR_024274	616	410.047	0	0
NR_037184	631	424.982	0	0
NR_103717	2186	1979.27	0	0
NR_027080	1371	1164.27	0	0
NR_126347	779	572.694	0	0
NR_126360	311	118.156	0	0
NR_126379	715	508.781	0	0
NR_126377	2359	2152.27	0	0
NR_126390	3939	3732.27	0	0
NR_126392	618	412.04	0	0
NR_126452	1428	1221.27	0	0
NR_049849	60	8.88452	0	0
NR_049883	72	13.787	0	0
NR_049882	78	16.5879	0	0
NR_027695	860	653.615	0	0
NR_125806	1095	888.273	0	0
NR_003945	8741	8534.27	51.9521	6348.11
NR_031690	77	16.1244	0	0
NR_030384	95	20.1126	0	0
NR_031735	80	17.3465	0	0
NR_030194	87	19.3355	0	0
NR_030590	79	16.9944	0	0
NR_030307	96	20.1388	0	0
NR_039793	76	15.6399	0	0
NR_030337	96	20.1388	0	0
NR_036145	84	18.5277	0	0
NR_036143	84	18.5277	0	0
NR_031658	117	17.198	0	0
NR_030363	98	20.1353	0	0
NR_030356	94	20.119	0	0
NR_031642	84	18.5277	0	0
NR_031708	84	18.5277	0	0
NR_030589	77	16.1244	0	0
NR_030581	79	16.9944	0	0
NR_039659	55	6.89369	0	0
NR_031604	76	15.6399	0	0
NR_031746	49	8.34473	0	0
NR_030408	66	11.2195	0	0
NR_030309	75	15.1573	0	0
NR_031677	102	19.4227	0	0
NR_030331	98	20.1353	0	0
NR_030628	53	6.52558	0	0
NR_037442	65	10.7944	0	0
NR_030760	98	20.1353	0	0
NR_039933	76	15.6399	0	0
NR_030289	79	16.9944	0	0
NR_031715	47	8.59796	0	0
NR_031752	100	19.8887	0	0
NR_031667	86	19.0965	0	0
NR_030362	94	20.119	0	0
NR_031646	86	19.0965	0	0
NR_030348	97	20.1586	0	0
NR_030395	100	19.8887	0	0
NR_031710	79	16.9944	0	0
NR_031624	116	17.2793	0	0
NR_039871	76	15.6399	0	0
NR_039794	76	15.6399	0	0
NR_030280	96	20.1388	0	0
NR_030626	56	7.19249	0	0
NR_030641	94	20.119	0	0
NR_030322	95	20.1126	0	0
NR_031635	90	19.9271	0	0
NR_031683	72	13.787	0	0
NR_036140	84	18.5277	0	0
NR_049832	65	10.7944	0	0
NR_030279	68	12.0622	0	0
NR_030340	95	20.1126	0	0
NR_030374	94	20.119	0	0
NR_126517	909	702.574	0	0
NR_002954	147	19.5011	0	0
NR_030342	67	11.6311	0	0
NR_031685	78	16.5879	0	0
NR_033926	2652	2445.27	9.58316	335.514
NR_130727	3613	3406.27	0.0625587	3.051
NR_130768	1392	1185.27	0	0
NR_130772	5345	5138.27	0.583115	42.8989
NR_130771	5438	5231.27	0.742901	55.6434
NR_046619	448	244.304	0	0
NR_047025	868	661.609	0	0
NR_126560	2055	1848.27	0	0
NR_039667	83	18.2543	0	0
NR_003138	1980	1773.27	8.85903	224.925
NR_026808	3281	3074.27	4.57026	201.168
NR_024277	1869	1662.27	3.20874	76.3681
NR_046820	764	557.707	0	0
NR_104158	399	197.467	0	0
NR_126441	734	527.756	0.132357	1.00013
NR_024615	2264	2057.27	0	0
NR_027715	1839	1632.27	1.41058	32.9658
NR_026812	1502	1295.27	0.848534	15.7364
NR_024560	3024	2817.27	0	0
NR_046218	554	348.428	0	0
NR_003934	2426	2219.27	0	0
NR_077215	1890	1683.27	0.208043	5.01398
NR_120396	1243	1036.27	0	0
NR_027420	8205	7998.27	3.33184	381.553
NM_001287812	767	560.706	0	0
NM_153478	886	679.592	0	0
NM_001288707	1838	1631.27	1.85182	43.2513
NR_126421	928	721.565	0	0
NR_126515	604	398.105	0.391804	2.23327
NR_027006	5153	4946.27	0	0
NR_130112	1132	925.273	1.7597	23.3122
NR_130113	1037	830.273	0	0
NR_130114	1028	821.273	0.924273	10.8683
NR_130642	4883	4676.27	0	0
NR_130643	2216	2009.27	0	0
NR_130649	2502	2295.27	1.82622	60.0155
NR_130705	1034	827.273	1.25708	14.8897
NR_130714	1508	1301.27	0	0
NR_130715	1781	1574.27	0.133096	3
NR_130907	675	468.856	0	0
NR_130911	2189	1982.27	6.3244	179.497
NR_130976	4763	4556.27	1.90635e-06	0.000124362
NR_130978	4771	4564.27	3.75512	245.398
NR_046097	2594	2387.27	1.77473	60.661
NR_104674	699	492.81	0	0
NR_046100	3469	3262.27	0	0
NR_033912	5249	5042.27	0.18007	13
NR_033913	2702	2495.27	2.03093	72.5585
NR_029411	2712	2505.27	3.1983	114.723
NR_034078	619	413.036	9.134	54.0162
NR_034079	616	410.047	23.3627	137.161
NR_034161	722	515.769	0.677079	5
NR_109874	830	623.649	1.31908	11.7784
NR_029192	1262	1055.27	3.53194	53.3646
NR_038253	5762	5555.27	1.34334	106.848
NR_038254	5662	5455.27	1.01214	79.0553
NR_110246	582	376.229	0	0
NR_038255	5567	5360.27	0	0
NR_077227	4369	4162.27	0	0
NR_110247	579	373.244	0	0
NR_027089	1681	1474.27	0	0
NR_026658	917	710.569	6.78216	69
NR_040091	3213	3006.27	1.33426	57.4308
NR_046289	538	332.564	0	0
NR_046288	588	382.195	0.875479	4.79078
NR_046290	535	329.595	1.31577	6.20921
NR_036486	2130	1923.27	0	0
NR_034086	2160	1953.27	6.61952	185.125
NR_034133	2674	2467.27	0	0
NR_040095	1224	1017.27	0.137315	2
NR_110255	3609	3402.27	0	0
NR_046114	3366	3159.27	0	0
NR_105008	666	459.876	0	0
NR_029393	2051	1844.27	0	0
NR_110216	1196	989.273	0	0
NR_046116	2787	2580.27	0	0
NR_037585	730	523.761	0	0
NR_024102	609	403.079	0	0
NR_037586	724	517.767	0	0
NR_024453	1594	1387.27	2.39048	47.4813
NR_105056	1024	817.273	0	0
NR_036526	3218	3011.27	3.17654	136.955
NR_108080	1186	979.273	0.927181	13
NR_036528	6930	6723.27	0	0
NR_036529	5797	5590.27	0	0
NR_110185	588	382.195	0	0
NR_047662	3982	3775.27	5.04128	272.499
NR_033841	2274	2067.27	60.8648	1801.52
NR_104132	629	422.992	0	0
NR_110730	1115	908.273	99.4375	1293.13
NR_110744	2151	1944.27	0	0
NR_110803	694	487.824	6.28048	43.8663
NR_026847	2034	1827.27	0	0
NR_102752	1548	1341.27	16.8325	323.251
NR_110809	6113	5906.27	0.362153	30.6253
NR_033852	2737	2530.27	0	0
NR_002821	494	289.164	12.8523	53.2106
NR_038917	1436	1229.27	0	0
NR_110877	582	376.229	0	0
NR_024264	2987	2780.27	0	0
NR_024279	2732	2525.27	8.10102	292.902
NR_024280	2194	1987.27	0	0
NR_103772	1076	869.273	8.93774	111.239
NR_040029	2582	2375.27	0	0
NR_024374	3514	3307.27	7.6672	363.063
NR_026682	1594	1387.27	6.25457	124.232
NR_026943	7181	6974.27	6.45445	644.515
NR_103852	685	478.837	0.437582	3
NR_024452	1210	1003.27	0	0
NR_110930	1349	1142.27	0	0
NR_110931	1817	1610.27	0.0433593	0.999669
NR_110932	1816	1609.27	0.0868155	2.00033
NR_015445	1002	795.273	10.3829	118.226
NR_024476	1714	1507.27	15.4095	332.548
NR_110939	1454	1247.27	0	0
NR_110943	545	339.506	0	0
NR_040034	2809	2602.27	0	0
NR_111907	4834	4627.27	2.89507	191.804
NR_111911	3780	3573.27	0	0
NR_024563	3895	3688.27	0	0
NR_024569	5001	4794.27	9.76886	670.566
NR_037597	3330	3123.27	0	0
NR_024623	1203	996.273	5.83651	83.2542
NR_003676	2661	2454.27	0.183284	6.44053
NR_026542	1469	1262.27	0	0
NR_026547	1045	838.273	0	0
NR_026548	971	764.532	0.917119	10.0391
NR_111954	1448	1241.27	7.70137	136.871
