Name	Length	EffectiveLength	TPM	NumReads
NR_103451	865	708.617	0.161722	3
NM_001243523	577	420.803	0	0
NR_038931	2432	2275.43	0.0505701	3.0123
NR_110396	2909	2752.43	0.230404	16.6015
NR_038401	2146	1989.43	0	0
NR_027354	1104	947.429	0.242526	6.01514
NR_027311	2290	2133.43	0	0
NM_001257177	2344	2187.43	0.384192	22
NR_026954	2761	2604.43	0.46935	32
NR_036538	1964	1807.43	0.0422699	2.00001
NR_002186	2760	2603.43	18.0113	1227.52
NR_003542	751	594.665	6.23101	97
NR_015444	2012	1855.43	0.0411761	2
NR_024013	608	451.779	0.253661	3
NR_024365	2241	2084.43	0	0
NR_027312	2293	2136.43	0	0
NR_027417	2097	1940.43	0	0
NR_110209	2275	2118.43	0	0
NR_039980	2328	2171.43	1.1282	64.1315
NR_033896	1022	865.429	1.85412	42.0059
NR_026998	1016	859.429	0.0444477	1
NR_026964	5022	4865.43	0.208808	26.5956
NR_030728	1739	1582.43	0	0
NR_109948	4824	4667.43	0	0
NR_027240	4162	4005.43	0	0
NR_033748	1724	1567.43	0	0
NR_026657	502	345.853	0	0
NR_046107	3729	3572.43	0	0
NR_102268	670	513.724	0	0
NR_034127	1796	1639.43	3.14751	135.083
NR_036691	1354	1197.43	0	0
NR_026877	2211	2054.43	0.0375044	2.01704
NR_026967	2078	1921.43	0.562285	28.2828
NR_027282	2112	1955.43	0.44936	23.0026
NR_104171	2365	2208.43	0	0
NR_110248	1880	1723.43	0	0
NR_110737	781	624.653	0.0611534	1
NR_110738	710	553.693	0	0
NR_110804	2265	2108.43	0.133422	7.36423
NR_120363	2535	2378.43	0.129852	8.08502
NR_120402	1301	1144.43	0	0
NR_024498	3653	3496.43	1.31819	120.654
NR_120424	1762	1605.43	0	0
NR_120422	1959	1802.43	0	0
NR_120450	2459	2302.43	0.0332342	2.00315
NR_120606	1182	1025.43	0	0
NR_120653	2042	1885.43	0	0
NR_121579	1139	982.429	0	0
NR_121582	3031	2874.43	0.108937	8.19727
NR_121623	860	703.622	0	0
NR_122121	692	535.707	2.78109	39.0017
NR_125390	2218	2061.43	0	0
NR_125428	990	833.536	0	0
NR_125855	693	536.706	0	0
NR_125868	898	741.592	0	0
NR_125862	1548	1391.43	0	0
NR_125894	2121	1964.43	0	0
NR_125895	643	486.749	0	0
NR_125909	2838	2681.43	0	0
NR_039650	86	19.2315	0	0
NR_120521	1187	1030.43	0.0370716	1
NR_039766	55	11.1383	0	0
NR_037436	97	21.6945	0	0
NR_036243	76	16.3939	0	0
NR_028471	1060	903.429	0	0
NR_027251	1698	1541.43	1.06562	43
NR_047029	798	641.648	0	0
NR_047015	411	254.99	0	0
NR_046547	307	151.81	0	0
NR_039784	66	13.8858	0	0
NR_045529	4983	4826.43	0.229526	29
NR_110525	768	611.655	0	0
NR_037839	880	723.603	0	0
NR_003082	2070	1913.43	0	0
NR_125932	1506	1349.43	0.141577	5.00131
NR_046262	5346	5189.43	8.75768	1189.73
NR_024274	616	459.775	0.0830834	1
NR_037184	631	474.76	0	0
NR_103717	2186	2029.43	0	0
NR_027080	1371	1214.43	0	0
NR_126347	779	622.653	0.491222	8.0069
NR_126360	311	155.726	0	0
NR_126379	715	558.689	0	0
NR_126377	2359	2202.43	0	0
NR_126390	3939	3782.43	0	0
NR_126392	618	461.772	0	0
NR_126452	1428	1271.43	0	0
NR_049849	60	12.2408	0	0
NR_049883	72	15.344	0	0
NR_049882	78	16.9526	0	0
NR_027695	860	703.622	0	0
NR_125806	1095	938.429	0	0
NR_003945	8741	8584.43	0.66737	149.975
NR_031690	77	16.6725	0	0
NR_030384	95	21.4224	0	0
NR_031735	80	17.5231	0	0
NR_030194	87	19.5113	0	0
NR_030590	79	17.2343	0	0
NR_030307	96	21.6296	0	0
NR_039793	76	16.3939	0	0
NR_030337	96	21.6296	0	0
NR_036145	84	18.6356	0	0
NR_036143	84	18.6356	0	0
NR_031658	117	12.9137	0	0
NR_030363	98	21.1694	0	0
NR_030356	94	21.2107	0	0
NR_031642	84	18.6356	0	0
NR_031708	84	18.6356	0	0
NR_030589	77	16.6725	0	0
NR_030581	79	17.2343	0	0
NR_039659	55	11.1383	0	0
NR_031604	76	16.3939	0	0
NR_031746	49	9.69204	0	0
NR_030408	66	13.8858	0	0
NR_030309	75	16.1257	0	0
NR_031677	102	14.9067	0	0
NR_030331	98	21.1694	0	0
NR_030628	53	10.7235	0	0
NR_037442	65	13.6105	0	0
NR_030760	98	21.1694	0	0
NR_039933	76	16.3939	0	0
NR_030289	79	17.2343	0	0
NR_031715	47	9.20777	0	0
NR_031752	100	17.8366	0	0
NR_031667	86	19.2315	0	0
NR_030362	94	21.2107	0	0
NR_031646	86	19.2315	0	0
NR_030348	97	21.6945	0	0
NR_030395	100	17.8366	0	0
NR_031710	79	17.2343	0	0
NR_031624	116	12.7509	0	0
NR_039871	76	16.3939	0	0
NR_039794	76	16.3939	0	0
NR_030280	96	21.6296	0	0
NR_030626	56	11.3467	0	0
NR_030641	94	21.2107	0	0
NR_030322	95	21.4224	0	0
NR_031635	90	20.3629	0	0
NR_031683	72	15.344	0	0
NR_036140	84	18.6356	0	0
NR_049832	65	13.6105	0	0
NR_030279	68	14.3497	0	0
NR_030340	95	21.4224	0	0
NR_030374	94	21.2107	0	0
NR_126517	909	752.578	0	0
NR_002954	147	22.5863	11.8389	7
NR_030342	67	14.1242	0	0
NR_031685	78	16.9526	0	0
NR_033926	2652	2495.43	1.07345	70.124
NR_130727	3613	3456.43	0	0
NR_130768	1392	1235.43	0	0
NR_130772	5345	5188.43	0	0
NR_130771	5438	5281.43	0	0
NR_046619	448	291.925	0	0
NR_047025	868	711.616	0	0
NR_126560	2055	1898.43	0	0
NR_039667	83	18.3457	0	0
NR_003138	1980	1823.43	1.66199	79.334
NR_026808	3281	3124.43	0.812975	66.495
NR_024277	1869	1712.43	0.383405	17.1874
NR_046820	764	607.656	0	0
NR_104158	399	243.027	0	0
NR_126441	734	577.679	0.151737	2.29466
NR_024615	2264	2107.43	0.0181529	1.00147
NR_027715	1839	1682.43	0.525388	23.1397
NR_026812	1502	1345.43	1.12672	39.6843
NR_024560	3024	2867.43	0	0
NR_046218	554	397.811	0	0
NR_003934	2426	2269.43	0.0217611	1.29282
NR_077215	1890	1733.43	0.286482	13
NR_120396	1243	1086.43	0	0
NR_027420	8205	8048.43	0.270253	56.9407
NM_001287812	767	610.655	0.250221	4
NM_153478	886	729.6	0	0
NM_001288707	1838	1681.43	0	0
NR_126421	928	771.564	0	0
NR_126515	604	447.781	0.10241	1.20047
NR_027006	5153	4996.43	0	0
NR_130112	1132	975.429	0.317422	8.10538
NR_130113	1037	880.429	0	0
NR_130114	1028	871.429	6.81648	155.501
NR_130642	4883	4726.43	0.0746681	9.23866
NR_130643	2216	2059.43	0	0
NR_130649	2502	2345.43	0.525983	32.2949
NR_130705	1034	877.429	0.751705	17.2663
NR_130714	1508	1351.43	0.0282661	1
NR_130715	1781	1624.43	0.0705472	3
NR_130907	675	518.719	0	0
NR_130911	2189	2032.43	1.44278	76.764
