Target,total_coverage,average_coverage,sample_total_cvg,sample_mean_cvg,sample_granular_Q1,sample_granular_median,sample_granular_Q3,sample_%_above_15
chr1:36931668-36932582,839079,917.03,839079,917.03,>500,>500,>500,100.0
chr1:36932801-36933603,739002,920.30,739002,920.30,>500,>500,>500,100.0
chr1:43814900-43815163,667730,2529.28,667730,2529.28,>500,>500,>500,100.0
chr1:115256391-115256650,59838,230.15,59838,230.15,195,202,209,100.0
chr1:115258643-115258903,714578,2737.85,714578,2737.85,>500,>500,>500,100.0
chr2:25457118-25457364,239480,969.55,239480,969.55,>500,>500,>500,100.0
chr2:25458548-25458786,744931,3116.87,744931,3116.87,>500,>500,>500,100.0
chr2:25459775-25460041,594254,2225.67,594254,2225.67,>500,>500,>500,100.0
chr2:25461953-25462195,603526,2483.65,603526,2483.65,>500,>500,>500,100.0
chr2:25463141-25463777,1762790,2767.33,1762790,2767.33,>500,>500,>500,100.0
chr2:25464397-25464634,317224,1332.87,317224,1332.87,>500,>500,>500,100.0
chr2:25466739-25467236,700312,1406.25,700312,1406.25,>500,>500,>500,100.0
chr2:25467373-25467628,306588,1197.61,306588,1197.61,>500,>500,>500,100.0
chr2:25468088-25468344,389469,1515.44,389469,1515.44,>500,>500,>500,100.0
chr2:25468857-25469301,875320,1967.01,875320,1967.01,>500,>500,>500,100.0
chr2:25469457-25469727,198470,732.36,198470,732.36,>500,>500,>500,100.0
chr2:25469890-25470160,169845,626.73,169845,626.73,>500,>500,>500,100.0
chr2:25470428-25470654,399291,1758.99,399291,1758.99,>500,>500,>500,100.0
chr2:25470878-25471316,704453,1604.68,704453,1604.68,>500,>500,>500,100.0
chr2:25472496-25472720,416372,1850.54,416372,1850.54,>500,>500,>500,100.0
chr2:25475031-25475256,66,0.29,66,0.29,1,1,1,0.0
chr2:25497774-25497998,53158,236.26,53158,236.26,176,181,350,100.0
chr2:25498341-25498567,420771,1853.62,420771,1853.62,>500,>500,>500,100.0
chr2:25505227-25505673,575618,1287.74,575618,1287.74,>500,>500,>500,100.0
chr2:25522978-25523239,143088,546.14,143088,546.14,471,481,482,100.0
chr2:25536752-25536976,318287,1414.61,318287,1414.61,>500,>500,>500,100.0
chr2:198266432-198266898,1315629,2817.19,1315629,2817.19,411,>500,>500,100.0
chr2:198267158-198267798,1755930,2739.36,1755930,2739.36,>500,>500,>500,100.0
chr2:209113063-209113487,785497,1848.23,785497,1848.23,>500,>500,>500,100.0
chr3:38181853-38182515,1064593,1605.72,1064593,1605.72,>500,>500,>500,100.0
chr3:38182593-38182867,318551,1158.37,318551,1158.37,>500,>500,>500,100.0
chr3:105438859-105439305,430338,962.72,430338,962.72,>500,>500,>500,100.0
chr3:105452823-105453095,126621,463.81,126621,463.81,419,422,423,100.0
chr3:128199834-128200320,377802,775.77,377802,775.77,>500,>500,>500,100.0
chr3:128200616-128200887,96561,355.00,96561,355.00,317,333,333,100.0
chr3:128202671-128202898,377595,1656.12,377595,1656.12,>500,>500,>500,100.0
chr3:128204540-128205382,910280,1079.81,910280,1079.81,427,>500,>500,100.0
chr3:128205614-128206075,463824,1003.95,463824,1003.95,408,>500,>500,100.0
chr4:55140978-55141252,348301,1266.55,348301,1266.55,>500,>500,>500,100.0
chr4:55144031-55144259,787468,3438.72,787468,3438.72,>500,>500,>500,100.0
chr4:55151978-55152212,712411,3031.54,712411,3031.54,>500,>500,>500,100.0
chr4:55561648-55562090,1804674,4073.76,1804674,4073.76,>500,>500,>500,100.0
chr4:55589716-55589940,813351,3614.89,813351,3614.89,>500,>500,>500,100.0
chr4:55591995-55592269,162073,589.36,162073,589.36,>500,>500,>500,100.0
chr4:55593354-55593824,955396,2028.44,955396,2028.44,>500,>500,>500,100.0
chr4:55594147-55594419,438430,1605.97,438430,1605.97,>500,>500,>500,100.0
chr4:55599204-55599472,170076,632.25,170076,632.25,>500,>500,>500,100.0
chr4:106154926-106158692,16431279,4361.90,16431279,4361.90,>500,>500,>500,100.0
chr4:106162404-106162670,718696,2691.75,718696,2691.75,>500,>500,>500,100.0
chr4:106163951-106164179,906624,3959.06,906624,3959.06,>500,>500,>500,100.0
chr4:106164701-106164966,883170,3320.19,883170,3320.19,>500,>500,>500,100.0
chr4:106180744-106181005,607978,2320.53,607978,2320.53,>500,>500,>500,100.0
chr4:106182810-106183050,666549,2765.76,666549,2765.76,>500,>500,>500,100.0
chr4:106190735-106190981,201778,816.91,201778,816.91,>500,>500,>500,100.0
chr4:106193691-106194163,1259906,2663.65,1259906,2663.65,>500,>500,>500,100.0
chr4:106196077-106197717,5464064,3329.72,5464064,3329.72,>500,>500,>500,100.0
chr4:153245306-153245758,931206,2055.64,931206,2055.64,>500,>500,>500,100.0
