Name	Length	EffectiveLength	TPM	NumReads
NR_103451	865	648.473	0	0
NM_001243523	577	361.629	0	0
NR_038931	2432	2215.09	0	0
NR_110396	2909	2692.09	6.15407	250.189
NR_038401	2146	1929.09	0	0
NR_027354	1104	887.091	0.409658	5.48789
NR_027311	2290	2073.09	0	0
NM_001257177	2344	2127.09	0	0
NR_026954	2761	2544.09	0.0260286	1
NR_036538	1964	1747.09	0	0
NR_002186	2760	2543.09	12.87	494.262
NR_003542	751	534.648	0.371567	3
NR_015444	2012	1795.09	0	0
NR_024013	608	392.298	0.337596	2
NR_024365	2241	2024.09	0	0
NR_027312	2293	2076.09	0	0
NR_027417	2097	1880.09	0	0
NR_110209	2275	2058.09	0.611326	19
NR_039980	2328	2111.09	18.7192	596.775
NR_033896	1022	805.091	1.56626	19.0426
NR_026998	1016	799.091	0.248629	3.00029
NR_026964	5022	4805.09	0.0414808	3.00999
NR_030728	1739	1522.09	0	0
NR_109948	4824	4607.09	0	0
NR_027240	4162	3945.09	0.0677568	4.03669
NR_033748	1724	1507.09	0	0
NR_026657	502	288.015	0.229916	1
NR_046107	3729	3512.09	0	0
NR_102268	670	453.914	0	0
NR_034127	1796	1579.09	8.77905	209.349
NR_036691	1354	1137.09	0	0
NR_026877	2211	1994.09	0.0332077	1
NR_026967	2078	1861.09	1.94781	54.7432
NR_027282	2112	1895.09	3.36713	96.3619
NR_104171	2365	2148.09	0	0
NR_110248	1880	1663.09	0	0
NR_110737	781	564.602	0	0
NR_110738	710	493.759	0	0
NR_110804	2265	2048.09	0.894502	27.666
NR_120363	2535	2318.09	0	0
NR_120402	1301	1084.09	0	0
NR_024498	3653	3436.09	12.0497	625.254
NR_120424	1762	1545.09	0	0
NR_120422	1959	1742.09	0	0
NR_120450	2459	2242.09	0	0
NR_120606	1182	965.091	0	0
NR_120653	2042	1825.09	0	0
NR_121579	1139	922.091	1.00517	13.9969
NR_121582	3031	2814.09	3.25279	138.232
NR_121623	860	643.482	0	0
NR_122121	692	475.824	0.278335	2
NR_125390	2218	2001.09	0.0661831	2
NR_125428	990	773.353	0	0
NR_125855	693	476.819	0	0
NR_125868	898	681.433	0	0
NR_125862	1548	1331.09	0	0
NR_125894	2121	1904.09	0	0
NR_125895	643	427.04	0	0
NR_125909	2838	2621.09	0	0
NR_039650	86	19.8961	0	0
NR_120521	1187	970.091	0.204783	3
NR_039766	55	6.69477	0	0
NR_037436	97	21.8601	0	0
NR_036243	76	15.4769	0	0
NR_028471	1060	843.091	0	0
NR_027251	1698	1481.09	4.6953	105.017
NR_047029	798	581.571	0	0
NR_047015	411	201.178	0	0
NR_046547	307	109.863	0	0
NR_039784	66	10.3725	0	0
NR_045529	4983	4766.09	1.17956	84.898
NR_110525	768	551.615	0	0
NR_037839	880	663.449	0	0
NR_003082	2070	1853.09	0	0
NR_125932	1506	1289.09	0	0
NR_046262	5346	5129.09	12.3239	954.562
NR_024274	616	400.225	0	0
NR_037184	631	415.114	0.478562	3
NR_103717	2186	1969.09	0	0
NR_027080	1371	1154.09	0	0
NR_126347	779	562.605	0	0
NR_126360	311	113.11	0	0
NR_126379	715	498.743	0	0
NR_126377	2359	2142.09	0	0
NR_126390	3939	3722.09	1.54977	87.1104
NR_126392	618	402.207	0	0
NR_126452	1428	1211.09	0	0
NR_049849	60	8.19991	0	0
NR_049883	72	13.4437	0	0
NR_049882	78	16.4194	0	0
NR_027695	860	643.482	0	0
NR_125806	1095	878.091	0	0
NR_003945	8741	8524.09	40.7685	5247.94
NR_031690	77	15.9503	0	0
NR_030384	95	21.7869	0	0
NR_031735	80	17.3891	0	0
NR_030194	87	20.2264	0	0
NR_030590	79	16.8997	0	0
NR_030307	96	21.8305	0	0
NR_039793	76	15.4769	0	0
NR_030337	96	21.8305	0	0
NR_036145	84	19.1502	0	0
NR_036143	84	19.1502	0	0
NR_031658	117	18.5358	0	0
NR_030363	98	21.8902	0	0
NR_030356	94	21.72	0	0
NR_031642	84	19.1502	0	0
NR_031708	84	19.1502	0	0
NR_030589	77	15.9503	0	0
NR_030581	79	16.8997	0	0
NR_039659	55	6.69477	0	0
NR_031604	76	15.4769	0	0
NR_031746	49	8.7717	0	0
NR_030408	66	10.3725	0	0
NR_030309	75	14.9787	0	0
NR_031677	102	21.6411	0	0
NR_030331	98	21.8902	0	0
NR_030628	53	6.39683	0	0
NR_037442	65	9.95835	0	0
NR_030760	98	21.8902	0	0
NR_039933	76	15.4769	0	0
NR_030289	79	16.8997	0	0
NR_031715	47	9.26176	0	0
NR_031752	100	21.8929	0	0
NR_031667	86	19.8961	0	0
NR_030362	94	21.72	0	0
NR_031646	86	19.8961	0	0
NR_030348	97	21.8601	0	0
NR_030395	100	21.8929	0	0
NR_031710	79	16.8997	0	0
NR_031624	116	18.6839	0	0
NR_039871	76	15.4769	0	0
