Name	Length	EffectiveLength	TPM	NumReads
NR_103451	865	695.345	0	0
NM_001243523	577	407.544	0.134714	1
NR_038931	2432	2262.17	0.0302654	1.24705
NR_110396	2909	2739.17	1.00319	50.0511
NR_038401	2146	1976.17	0.0284226	1.02306
NR_027354	1104	934.169	0.294849	5.01692
NR_027311	2290	2120.17	0	0
NM_001257177	2344	2174.17	0	0
NR_026954	2761	2591.17	1.16535	55
NR_036538	1964	1794.17	0	0
NR_002186	2760	2590.17	15.5576	733.979
NR_003542	751	581.392	17.9507	190.091
NR_015444	2012	1842.17	0.20862	7
NR_024013	608	438.511	0.876406	7
NR_024365	2241	2071.17	0	0
NR_027312	2293	2123.17	0	0
NR_027417	2097	1927.17	0	0
NR_110209	2275	2105.17	0	0
NR_039980	2328	2158.17	2.93231	115.268
NR_033896	1022	852.169	0.966391	15
NR_026998	1016	846.169	0.324415	5
NR_026964	5022	4852.17	0.159505	14.0969
NR_030728	1739	1569.17	0	0
NR_109948	4824	4654.17	0	0
NR_027240	4162	3992.17	0.0965637	7.02158
NR_033748	1724	1554.17	0	0
NR_026657	502	332.657	0.165041	1
NR_046107	3729	3559.17	0	0
NR_102268	670	500.451	0	0
NR_034127	1796	1626.17	4.03675	119.567
NR_036691	1354	1184.17	0	0
NR_026877	2211	2041.17	0.109658	4.07691
NR_026967	2078	1908.17	0.898066	31.2132
NR_027282	2112	1942.17	0.481097	17.0189
NR_104171	2365	2195.17	0	0
NR_110248	1880	1710.17	0	0
NR_110737	781	611.373	0	0
NR_110738	710	540.42	0	0
NR_110804	2265	2095.17	0	0
NR_120363	2535	2365.17	0.762103	32.8313
NR_120402	1301	1131.17	0	0
NR_024498	3653	3483.17	3.95795	251.106
NR_120424	1762	1592.17	0	0
NR_120422	1959	1789.17	0	0
NR_120450	2459	2289.17	0	0
NR_120606	1182	1012.17	0	0
NR_120653	2042	1872.17	0	0
NR_121579	1139	969.169	0.178785	3.15605
NR_121582	3031	2861.17	0.277459	14.4596
NR_121623	860	690.348	0	0
NR_122121	692	522.432	1.1584	11.023
NR_125390	2218	2048.17	0.0804161	3
NR_125428	990	820.282	0	0
NR_125855	693	523.432	0	0
NR_125868	898	728.326	0	0
NR_125862	1548	1378.17	0	0
NR_125894	2121	1951.17	0	0
NR_125895	643	473.47	0	0
NR_125909	2838	2668.17	0	0
NR_039650	86	18.3279	0	0
NR_120521	1187	1017.17	0	0
NR_039766	55	11.0503	0	0
NR_037436	97	20.2242	0	0
NR_036243	76	16.0415	0	0
NR_028471	1060	890.169	0	0
NR_027251	1698	1528.17	2.13283	59.3662
NR_047029	798	628.368	0	0
NR_047015	411	242.191	0	0
NR_046547	307	141.368	0	0
NR_039784	66	13.6362	0	0
NR_045529	4983	4813.17	0.0684397	6
NR_110525	768	598.377	0	0
NR_037839	880	710.336	0	0
NR_003082	2070	1900.17	0	0
NR_125932	1506	1336.17	0.329313	8.01463
NR_046262	5346	5176.17	7.53515	710.416
NR_024274	616	446.498	0	0
NR_037184	631	461.485	0.357194	3.00243
NR_103717	2186	2016.17	0	0
NR_027080	1371	1201.17	0	0
NR_126347	779	609.375	0	0
NR_126360	311	145.121	0	0
NR_126379	715	545.413	0.100661	1
NR_126377	2359	2189.17	0	0
NR_126390	3939	3769.17	0	0
NR_126392	618	448.498	0	0
NR_126452	1428	1258.17	0	0
NR_049849	60	12.21	0	0
NR_049883	72	15.185	0	0
NR_049882	78	16.4364	0	0
NR_027695	860	690.348	0	0
NR_125806	1095	925.169	0	0
NR_003945	8741	8571.17	1.07705	168.146
NR_031690	77	16.2385	0	0
NR_030384	95	20.0832	0	0
NR_031735	80	16.9373	0	0
NR_030194	87	18.5771	0	0
NR_030590	79	16.6707	0	0
NR_030307	96	20.2094	0	0
NR_039793	76	16.0415	0	0
NR_030337	96	20.2094	0	0
NR_036145	84	17.8575	0	0
NR_036143	84	17.8575	0	0
NR_031658	117	13.6863	0	0
NR_030363	98	19.8752	0	0
NR_030356	94	19.9339	0	0
NR_031642	84	17.8575	0	0
NR_031708	84	17.8575	0	0
NR_030589	77	16.2385	0	0
NR_030581	79	16.6707	0	0
NR_039659	55	11.0503	0	0
NR_031604	76	16.0415	0	0
NR_031746	49	9.47144	0	0
NR_030408	66	13.6362	0	0
NR_030309	75	15.8167	0	0
NR_031677	102	15.5277	0	0
NR_030331	98	19.8752	0	0
NR_030628	53	10.5922	0	0
NR_037442	65	13.3789	0	0
NR_030760	98	19.8752	0	0
NR_039933	76	16.0415	0	0
NR_030289	79	16.6707	0	0
NR_031715	47	8.82488	0	0
NR_031752	100	17.6325	0	0
NR_031667	86	18.3279	0	0
NR_030362	94	19.9339	0	0
NR_031646	86	18.3279	0	0
NR_030348	97	20.2242	0	0
NR_030395	100	17.6325	0	0
NR_031710	79	16.6707	0	0
NR_031624	116	13.5784	0	0
NR_039871	76	16.0415	0	0
NR_039794	76	16.0415	0	0
NR_030280	96	20.2094	0	0
NR_030626	56	11.308	0	0
NR_030641	94	19.9339	0	0
NR_030322	95	20.0832	0	0
NR_031635	90	19.3205	0	0
NR_031683	72	15.185	0	0
NR_036140	84	17.8575	0	0
NR_049832	65	13.3789	0	0
NR_030279	68	14.1788	0	0
NR_030340	95	20.0832	0	0
NR_030374	94	19.9339	0	0
NR_126517	909	739.317	0	0
NR_002954	147	22.005	7.48492	3
NR_030342	67	13.9093	0	0
NR_031685	78	16.4364	0	0
NR_033926	2652	2482.17	2.97748	134.615
NR_130727	3613	3443.17	0.0160269	1.00513
NR_130768	1392	1222.17	0.169508	3.7734
NR_130772	5345	5175.17	0	0
NR_130771	5438	5268.17	0	0
NR_046619	448	278.883	0	0
NR_047025	868	698.342	0	0
NR_126560	2055	1885.17	0	0
NR_039667	83	17.6547	0	0
NR_003138	1980	1810.17	3.85865	127.223
NR_026808	3281	3111.17	2.0923	118.566
NR_024277	1869	1699.17	0.802015	24.8217
NR_046820	764	594.379	0	0
NR_104158	399	230.325	0	0
NR_126441	734	564.399	0	0
NR_024615	2264	2094.17	0	0
NR_027715	1839	1669.17	1.55824	47.3746
NR_026812	1502	1332.17	2.45836	59.651
NR_024560	3024	2854.17	0	0
NR_046218	554	384.568	0	0
NR_003934	2426	2256.17	0.0295384	1.21387
NR_077215	1890	1720.17	0.127863	4.00615
NR_120396	1243	1073.17	0	0
NR_027420	8205	8035.17	0.375469	54.9518
NM_001287812	767	597.377	0.36762	4
NM_153478	886	716.334	0	0
NM_001288707	1838	1668.17	0.560347	17.0259
NR_126421	928	758.301	0.23048	3.18337
NR_126515	604	434.517	0.403932	3.19689
NR_027006	5153	4983.17	0	0
NR_130112	1132	962.169	0.544624	9.54467
NR_130113	1037	867.169	0	0
NR_130114	1028	858.169	2.01827	31.5475
NR_130642	4883	4713.17	0.00504908	0.433449
NR_130643	2216	2046.17	0	0
NR_130649	2502	2332.17	0.500237	21.2495
NR_130705	1034	864.169	0.324616	5.10953
NR_130714	1508	1338.17	0	0
NR_130715	1781	1611.17	0.0340758	1
NR_130907	675	505.446	0	0
NR_130911	2189	2019.17	0.551363	20.2779
NR_130976	4763	4593.17	0	0
NR_130978	4771	4601.17	3.04023	254.792
NR_046097	2594	2424.17	0.205324	9.06597
