Name	Length	EffectiveLength	TPM	NumReads
NR_103451	865	698.488	0	0
NM_001243523	577	410.581	0	0
NR_038931	2432	2265.4	0	0
NR_110396	2909	2742.4	0.598268	18.5467
NR_038401	2146	1979.4	0	0
NR_027354	1104	937.403	0.110007	1.1657
NR_027311	2290	2123.4	0	0
NM_001257177	2344	2177.4	0	0
NR_026954	2761	2594.4	0	0
NR_036538	1964	1797.4	0	0
NR_002186	2760	2593.4	12.0779	354.08
NR_003542	751	584.505	0	0
NR_015444	2012	1845.4	0	0
NR_024013	608	441.561	0.400682	2
NR_024365	2241	2074.4	0	0
NR_027312	2293	2126.4	0	0
NR_027417	2097	1930.4	0	0
NR_110209	2275	2108.4	0.167897	4.00161
NR_039980	2328	2161.4	5.66703	138.462
NR_033896	1022	855.403	1.34441	13
NR_026998	1016	849.403	0.729029	7
NR_026964	5022	4855.4	0	0
NR_030728	1739	1572.4	0	0
NR_109948	4824	4657.4	0	0
NR_027240	4162	3995.4	0	0
NR_033748	1724	1557.4	0	0
NR_026657	502	335.669	0	0
NR_046107	3729	3562.4	0	0
NR_102268	670	503.529	0	0
NR_034127	1796	1629.4	3.10002	57.0996
NR_036691	1354	1187.4	0	0
NR_026877	2211	2044.4	0	0
NR_026967	2078	1911.4	0.617678	13.3461
NR_027282	2112	1945.4	0.877259	19.292
NR_104171	2365	2198.4	0	0
NR_110248	1880	1713.4	0	0
NR_110737	781	614.502	0	0
NR_110738	710	543.516	0	0
NR_110804	2265	2098.4	0.334855	7.94302
NR_120363	2535	2368.4	0	0
NR_120402	1301	1134.4	0	0
NR_024498	3653	3486.4	2.90827	114.618
NR_120424	1762	1595.4	0	0
NR_120422	1959	1792.4	0	0
NR_120450	2459	2292.4	0	0
NR_120606	1182	1015.4	0	0
NR_120653	2042	1875.4	0	0
NR_121579	1139	972.403	1.22319	13.4455
NR_121582	3031	2864.4	0	0
NR_121623	860	693.49	0	0
NR_122121	692	525.524	0	0
NR_125390	2218	2051.4	0	0
NR_125428	990	823.461	0	0
NR_125855	693	526.523	0	0
NR_125868	898	731.481	0	0
NR_125862	1548	1381.4	0.0642112	1.0027
NR_125894	2121	1954.4	0	0
NR_125895	643	476.546	0	0
NR_125909	2838	2671.4	0	0
NR_039650	86	18.629	0	0
NR_120521	1187	1020.4	0.173388	2
