Name	Length	EffectiveLength	TPM	NumReads
NR_103451	865	689.875	0.0806412	1.01205
NM_001243523	577	402.092	0	0
NR_038931	2432	2256.7	0	0
NR_110396	2909	2733.7	1.07297	53.3594
NR_038401	2146	1970.7	0	0
NR_027354	1104	928.699	1.082	18.2799
NR_027311	2290	2114.7	0	0
NM_001257177	2344	2168.7	0.25378	10.0122
NR_026954	2761	2585.7	0.637779	30
NR_036538	1964	1788.7	0	0
NR_002186	2760	2584.7	9.25388	435.118
NR_003542	751	575.938	6.49023	68
NR_015444	2012	1836.7	0.119715	4
NR_024013	608	433.056	0.507742	4
NR_024365	2241	2065.7	0	0
NR_027312	2293	2117.7	0	0
NR_027417	2097	1921.7	0	0
NR_110209	2275	2099.7	0.05236	2
NR_039980	2328	2152.7	2.50958	98.2784
NR_033896	1022	846.699	1.44594	22.2717
NR_026998	1016	840.699	0.734839	11.2384
NR_026964	5022	4846.7	0.363954	32.0897
NR_030728	1739	1563.7	0	0
NR_109948	4824	4648.7	0	0
NR_027240	4162	3986.7	0.26346	19.1074
NR_033748	1724	1548.7	0	0
NR_026657	502	327.278	0	0
NR_046107	3729	3553.7	0	0
NR_102268	670	494.996	0.111052	1
NR_034127	1796	1620.7	5.77786	170.35
NR_036691	1354	1178.7	0	0
NR_026877	2211	2035.7	0	0
NR_026967	2078	1902.7	0.6222	21.5364
NR_027282	2112	1936.7	0.569566	20.0669
NR_104171	2365	2189.7	0	0
NR_110248	1880	1704.7	0	0
NR_110737	781	605.926	0	0
NR_110738	710	534.967	0	0
NR_110804	2265	2089.7	0.0528675	2.00977
NR_120363	2535	2359.7	0.333547	14.3181
NR_120402	1301	1125.7	0	0
NR_024498	3653	3477.7	2.92964	185.344
NR_120424	1762	1586.7	0.246683	7.12044
NR_120422	1959	1783.7	0	0
NR_120450	2459	2283.7	0.0482641	2.0051
NR_120606	1182	1006.7	0	0
NR_120653	2042	1866.7	0	0
NR_121579	1139	963.699	0.529612	9.28479
NR_121582	3031	2855.7	0.383933	19.9453
NR_121623	860	684.878	0	0
NR_122121	692	516.979	3.18989	30
NR_125390	2218	2042.7	0.0269105	1
NR_125428	990	814.794	0	0
NR_125855	693	517.978	0	0
NR_125868	898	722.838	0	0
NR_125862	1548	1372.7	0	0
NR_125894	2121	1945.7	0	0
NR_125895	643	468.017	0	0
NR_125909	2838	2662.7	0	0
NR_039650	86	18.6636	0	0
NR_120521	1187	1011.7	0	0
NR_039766	55	11.6749	0	0
NR_037436	97	20.7798	0	0
NR_036243	76	15.9579	0	0
NR_028471	1060	884.699	0	0
NR_027251	1698	1522.7	1.37182	38
NR_047029	798	622.921	0	0
NR_047015	411	237.087	0	0
NR_046547	307	137.359	0	0
NR_039784	66	13.5802	0	0
NR_045529	4983	4807.7	0.720328	63
NR_110525	768	592.929	0	0
NR_037839	880	704.853	0	0
NR_003082	2070	1894.7	0	0
NR_125932	1506	1330.7	0.206656	5.00267
NR_046262	5346	5170.7	7.90491	743.566
NR_024274	616	441.043	0	0
NR_037184	631	456.031	0	0
NR_103717	2186	2010.7	0.109371	4.00057
NR_027080	1371	1195.7	0	0
NR_126347	779	603.926	0	0
NR_126360	311	141.035	0	0
NR_126379	715	539.966	0	0
NR_126377	2359	2183.7	0	0
NR_126390	3939	3763.7	0.030387	2.08054
NR_126392	618	443.041	0	0
NR_126452	1428	1252.7	0	0
NR_049849	60	12.3771	0	0
NR_049883	72	14.9889	0	0
NR_049882	78	16.5499	0	0
NR_027695	860	684.878	0	0
NR_125806	1095	919.699	0	0
NR_003945	8741	8565.7	2.12954	331.835
NR_031690	77	16.2571	0	0
NR_030384	95	20.5212	0	0
NR_031735	80	17.0663	0	0
NR_030194	87	18.919	0	0
NR_030590	79	16.8144	0	0
NR_030307	96	20.6899	0	0
NR_039793	76	15.9579	0	0
NR_030337	96	20.6899	0	0
NR_036145	84	18.1012	0	0
NR_036143	84	18.1012	0	0
NR_031658	117	13.1881	0	0
NR_030363	98	20.4538	0	0
NR_030356	94	20.3606	0	0
NR_031642	84	18.1012	0	0
NR_031708	84	18.1012	0	0
NR_030589	77	16.2571	0	0
NR_030581	79	16.8144	0	0
NR_039659	55	11.6749	0	0
NR_031604	76	15.9579	0	0
NR_031746	49	10.0164	0	0
NR_030408	66	13.5802	0	0
NR_030309	75	15.6863	0	0
NR_031677	102	15.4682	0	0
NR_030331	98	20.4538	0	0
NR_030628	53	11.2369	0	0
NR_037442	65	13.3729	0	0
NR_030760	98	20.4538	0	0
NR_039933	76	15.9579	0	0
NR_030289	79	16.8144	0	0
NR_031715	47	9.38925	0	0
NR_031752	100	17.944	0	0
NR_031667	86	18.6636	0	0
NR_030362	94	20.3606	0	0
NR_031646	86	18.6636	0	0
NR_030348	97	20.7798	0	0
NR_030395	100	17.944	0	0
NR_031710	79	16.8144	0	0
NR_031624	116	13.0899	0	0
NR_039871	76	15.9579	0	0
NR_039794	76	15.9579	0	0
NR_030280	96	20.6899	0	0
NR_030626	56	11.8955	0	0
NR_030641	94	20.3606	0	0
NR_030322	95	20.5212	0	0
NR_031635	90	19.5995	0	0
NR_031683	72	14.9889	0	0
NR_036140	84	18.1012	0	0
NR_049832	65	13.3729	0	0
NR_030279	68	13.9917	0	0
NR_030340	95	20.5212	0	0
NR_030374	94	20.3606	0	0
NR_126517	909	733.83	0	0
NR_002954	147	21.0976	0	0
NR_030342	67	13.7723	0	0
NR_031685	78	16.5499	0	0
NR_033926	2652	2476.7	1.9238	86.6773
NR_130727	3613	3437.7	0.016079	1.00554
NR_130768	1392	1216.7	0	0
NR_130772	5345	5169.7	0	0
NR_130771	5438	5262.7	0	0
NR_046619	448	273.626	0	0
NR_047025	868	692.872	0	0
NR_126560	2055	1879.7	0	0
NR_039667	83	17.8228	0	0
NR_003138	1980	1804.7	2.17454	71.3912
NR_026808	3281	3105.7	2.74446	155.056
NR_024277	1869	1693.7	1.17795	36.2941
NR_046820	764	588.932	0	0
NR_104158	399	225.298	0	0
NR_126441	734	558.953	0.608961	6.1921
NR_024615	2264	2088.7	0	0
NR_027715	1839	1663.7	0.468409	14.1767
NR_026812	1502	1326.7	4.94495	119.346
NR_024560	3024	2848.7	0	0
NR_046218	554	379.122	0	0
NR_003934	2426	2250.7	0	0
NR_077215	1890	1714.7	0.417624	13.0271
NR_120396	1243	1067.7	0	0
NR_027420	8205	8029.7	1.38254	201.954
NM_001287812	767	591.93	7.33558	78.991
NM_153478	886	710.847	0	0
NM_001288707	1838	1662.7	0	0
NR_126421	928	752.818	0.436501	5.9779
NR_126515	604	429.059	0	0
NR_027006	5153	4977.7	0.0222943	2.01881
NR_130112	1132	956.699	1.65499	28.8033
NR_130113	1037	861.699	0	0
NR_130114	1028	852.699	2.66337	41.3143
NR_130642	4883	4707.7	0	0
NR_130643	2216	2040.7	0	0
NR_130649	2502	2326.7	0.459212	19.4369
NR_130705	1034	858.699	0.356388	5.56721
NR_130714	1508	1332.7	0.0824944	2
NR_130715	1781	1605.7	0.0342344	1
NR_130907	675	499.99	0	0
NR_130911	2189	2013.7	1.7113	62.6892
NR_130976	4763	4587.7	0.167836	14.0072
NR_130978	4771	4595.7	2.17103	181.506
NR_046097	2594	2418.7	0.738372	32.4885
NR_104674	699	523.972	0	0
NR_046100	3469	3293.7	0	0
NR_033912	5249	5073.7	0.0217512	2.00761
NR_033913	2702	2526.7	0	0
NR_029411	2712	2536.7	3.20424	147.866
NR_034078	619	444.04	0.00017884	0.00144464
NR_034079	616	441.043	0.374091	3.00145
NR_034161	722	546.961	0.201002	2
NR_109874	830	654.91	0.321995	3.83623
NR_029192	1262	1086.7	1.87691	37.1044
NR_038253	5762	5586.7	1.80985	183.938
NR_038254	5662	5486.7	1.25092	124.857
NR_110246	582	407.085	0	0
NR_038255	5567	5391.7	0	0
NR_077227	4369	4193.7	0	0
NR_110247	579	404.09	0	0
NR_027089	1681	1505.7	0	0
NR_026658	917	741.824	3.03965	41.0201
NR_040091	3213	3037.7	1.52283	84.1528
NR_046289	538	363.149	1.05502	6.96977
NR_046288	588	413.078	0.356563	2.67943
NR_046290	535	360.157	3.25874	21.3508
NR_036486	2130	1954.7	0	0
NR_034086	2160	1984.7	1.0018	36.1699
NR_034133	2674	2498.7	0.378109	17.1872
NR_040095	1224	1048.7	0	0
NR_110255	3609	3433.7	0	0
NR_046114	3366	3190.7	0	0
NR_105008	666	490.999	0	0
NR_029393	2051	1875.7	0	0
NR_110216	1196	1020.7	0	0
NR_046116	2787	2611.7	0	0
NR_037585	730	554.954	0	0
NR_024102	609	434.054	0	0
NR_037586	724	548.96	0	0
NR_024453	1594	1418.7	0.568731	14.6781
NR_105056	1024	848.699	0	0
NR_036526	3218	3042.7	0.70238	38.878
NR_108080	1186	1010.7	0.380718	7
NR_036528	6930	6754.7	1.20705	148.322
NR_036529	5797	5621.7	0	0
NR_110185	588	413.078	0	0
NR_047662	3982	3806.7	1.28768	89.1723
NR_033841	2274	2098.7	0.938376	35.8262
NR_104132	629	454.033	0	0
NR_110730	1115	939.699	21.047	359.793
NR_110744	2151	1975.7	0.30934	11.1181
NR_110803	694	518.978	1.80282	17.0206
NR_026847	2034	1858.7	0	0
NR_102752	1548	1372.7	7.6155	190.172
NR_110809	6113	5937.7	0	0
NR_033852	2737	2561.7	0	0
NR_002821	494	319.315	10.8947	63.2859
NR_038917	1436	1260.7	0	0
NR_110877	582	407.085	0	0
NR_024264	2987	2811.7	0	0
NR_024279	2732	2556.7	4.69253	218.253
NR_024280	2194	2018.7	0.0272305	1
NR_103772	1076	900.699	6.55265	107.367
NR_040029	2582	2406.7	0	0
NR_024374	3514	3338.7	6.2658	380.563
NR_026682	1594	1418.7	0.332551	8.58265
NR_026943	7181	7005.7	1.89221	241.154
NR_103852	685	509.982	0	0
NR_024452	1210	1034.7	0.15938	3
NR_110930	1349	1173.7	0.319456	6.82089
NR_110931	1817	1641.7	0.267869	8
NR_110932	1816	1640.7	0	0
NR_015445	1002	826.699	1.12289	16.8872
NR_024476	1714	1538.7	2.24984	62.9764
NR_110939	1454	1278.7	0	0
NR_110943	545	370.134	0	0
NR_040034	2809	2633.7	0	0
NR_111907	4834	4658.7	0.811826	68.802
NR_111911	3780	3604.7	0	0
NR_024563	3895	3719.7	0	0
NR_024569	5001	4825.7	1.42795	125.357
NR_037597	3330	3154.7	0	0
NR_024623	1203	1027.7	0	0
NR_003676	2661	2485.7	0.0378897	1.71334
NR_026542	1469	1293.7	0	0
NR_026547	1045	869.699	0.452519	7.15944
NR_026548	971	795.796	1.30142	18.8406
NR_111954	1448	1272.7	0.775491	17.9546
NR_111955	1115	939.699	1.10678	18.9201
NR_111956	1204	1028.7	0.325121	6.08424
NR_111957	1414	1238.7	2.10544	47.4441
NR_111958	1359	1183.7	2.60007	55.9887
NR_046245	520	345.212	0	0
NR_105013	300	130.991	0	0
NR_028348	655	480.007	0	0
NR_028349	652	477.01	0	0
NR_027145	3219	3043.7	0	0
NR_026950	2371	2195.7	12.9978	519.177
NR_027060	2006	1830.7	0	0
NR_038967	2911	2735.7	8.55916	425.964
NR_027071	496	321.304	0.919642	5.37537
NR_027090	1600	1424.7	0	0
NR_027129	1139	963.699	1.28394	22.5092
NR_109916	1153	977.699	0.28112	5
NR_027314	2114	1938.7	0	0
NR_109917	923	747.819	0	0
NR_120325	759	583.933	0	0
NR_120335	672	496.995	0.853715	7.71859
NR_120339	1949	1773.7	0.330256	10.6562
NR_120346	2139	1963.7	0	0
NR_120353	542	367.141	0	0
NR_120362	660	485.003	0	0
NR_120367	2568	2392.7	0	0
NR_120378	575	400.094	0.930076	6.76946
NR_120379	1311	1135.7	0.429614	8.87596
NR_024442	1076	900.699	3.09348	50.6874
NR_120395	1224	1048.7	0	0
NR_120398	4071	3895.7	0.0564419	4
NR_120420	780	604.926	11.1864	123.102
NR_104616	459	284.526	0	0
