Name	Length	EffectiveLength	TPM	NumReads
NR_103451	865	670.784	0	0
NM_001243523	577	383.361	0	0
NR_038931	2432	2237.51	0	0
NR_110396	2909	2714.51	5.45037	351.744
NR_038401	2146	1951.51	0	0
NR_027354	1104	909.513	0.186397	4.03049
NR_027311	2290	2095.51	0	0
NM_001257177	2344	2149.51	0	0
NR_026954	2761	2566.51	0.0327776	2
NR_036538	1964	1769.51	0.0237704	1
NR_002186	2760	2565.51	8.66441	528.472
NR_003542	751	556.91	1.66161	22
NR_015444	2012	1817.51	0	0
NR_024013	608	414.218	0	0
NR_024365	2241	2046.51	0	0
NR_027312	2293	2098.51	0	0
NR_027417	2097	1902.51	0	0
NR_110209	2275	2080.51	0.161742	8.00023
NR_039980	2328	2133.51	13.4456	681.999
NR_033896	1022	827.513	1.427	28.0742
NR_026998	1016	821.513	0.409621	8.0003
NR_026964	5022	4827.51	0	0
NR_030728	1739	1544.51	0	0
NR_109948	4824	4629.51	0	0
NR_027240	4162	3967.51	0	0
NR_033748	1724	1529.51	0	0
NR_026657	502	308.974	0.136135	1
NR_046107	3729	3534.51	0	0
NR_102268	670	476.016	0	0
NR_034127	1796	1601.51	4.91291	187.059
NR_036691	1354	1159.51	0	0
NR_026877	2211	2016.51	0	0
NR_026967	2078	1883.51	2.06151	92.3132
NR_027282	2112	1917.51	1.59261	72.6032
NR_104171	2365	2170.51	0	0
NR_110248	1880	1685.51	0	0
NR_110737	781	586.884	0	0
NR_110738	710	515.952	0	0
NR_110804	2265	2070.51	0.780728	38.4314
NR_120363	2535	2340.51	0.635083	35.3387
NR_120402	1301	1106.51	0	0
NR_024498	3653	3458.51	4.69025	385.651
NR_120424	1762	1567.51	2.44333	91.0546
NR_120422	1959	1764.51	0	0
NR_120450	2459	2264.51	0.0937596	5.04777
NR_120606	1182	987.513	0	0
NR_120653	2042	1847.51	0	0
NR_121579	1139	944.513	0.615305	13.8168
NR_121582	3031	2836.51	1.18752	80.0823
NR_121623	860	665.79	0	0
NR_122121	692	497.976	0.0844661	1
NR_125390	2218	2023.51	0.166293	8
NR_125428	990	795.704	0	0
NR_125855	693	498.975	0	0
NR_125868	898	703.755	0	0
NR_125862	1548	1353.51	0	0
NR_125894	2121	1926.51	0	0
NR_125895	643	449.083	0	0
NR_125909	2838	2643.51	0	0
NR_039650	86	18.0334	0	0
NR_120521	1187	992.513	0	0
