Name	Length	EffectiveLength	TPM	NumReads
NR_103451	865	698.153	0	0
NM_001243523	577	410.369	0	0
NR_038931	2432	2264.93	0	0
NR_110396	2909	2741.93	0.3664	30.1206
NR_038401	2146	1978.93	0	0
NR_027354	1104	936.934	0.035714	1.00323
NR_027311	2290	2122.93	0	0
NM_001257177	2344	2176.93	0.0459729	3.00054
NR_026954	2761	2593.93	0.42433	33
NR_036538	1964	1796.93	0	0
NR_002186	2760	2592.93	3.61515	281.04
NR_003542	751	584.219	5.93754	104
NR_015444	2012	1844.93	0	0
NR_024013	608	441.34	0.0755745	1
NR_024365	2241	2073.93	0	0
NR_027312	2293	2125.93	0	0
NR_027417	2097	1929.93	0	0
NR_110209	2275	2107.93	0.0158231	1
NR_039980	2328	2160.93	0.839313	54.3772
NR_033896	1022	854.934	0.469044	12.0226
NR_026998	1016	848.934	0.0786077	2.00074
NR_026964	5022	4854.93	0.0382008	5.56042
NR_030728	1739	1571.93	0	0
NR_109948	4824	4656.93	0	0
NR_027240	4162	3994.93	0.111239	13.3234
NR_033748	1724	1556.93	0	0
NR_026657	502	335.457	0	0
NR_046107	3729	3561.93	0	0
NR_102268	670	503.276	0	0
NR_034127	1796	1628.93	2.0653	100.865
NR_036691	1354	1186.93	0	0
NR_026877	2211	2043.93	0.0163186	1
NR_026967	2078	1910.93	0.485681	27.8258
NR_027282	2112	1944.93	0.0171492	1
NR_104171	2365	2197.93	0	0
NR_110248	1880	1712.93	0	0
NR_110737	781	614.204	0	0
NR_110738	710	543.244	0	0
NR_110804	2265	2097.93	0	0
NR_120363	2535	2367.93	0.107121	7.60492
NR_120402	1301	1133.93	0	0
NR_024498	3653	3485.93	1.11675	116.715
NR_120424	1762	1594.93	0	0
NR_120422	1959	1791.93	0	0
NR_120450	2459	2291.93	0	0
NR_120606	1182	1014.93	0	0
NR_120653	2042	1874.93	0.0356838	2.0059
NR_121579	1139	971.934	0.208179	6.06631
NR_121582	3031	2863.93	0.0116553	1.00078
NR_121623	860	693.157	0	0
NR_122121	692	525.261	1.01687	16.0138
NR_125390	2218	2050.93	0.0325257	2
NR_125428	990	823.036	0	0
NR_125855	693	526.261	0	0
NR_125868	898	731.106	0	0
NR_125862	1548	1380.93	0	0
NR_125894	2121	1953.93	0	0
NR_125895	643	476.3	0	0
NR_125909	2838	2670.93	0	0
NR_039650	86	19.4976	0	0
NR_120521	1187	1019.93	0	0
NR_039766	55	11.3928	0	0
NR_037436	97	22.0968	0	0
NR_036243	76	16.645	0	0
NR_028471	1060	892.934	0	0
NR_027251	1698	1530.93	0.806109	37
NR_047029	798	631.199	0	0
NR_047015	411	244.852	0	0
NR_046547	307	143.554	0.464689	2
NR_039784	66	14.0816	0	0
NR_045529	4983	4815.93	0.0484804	7
NR_110525	768	601.209	0	0
NR_037839	880	713.132	0	0
NR_003082	2070	1902.93	0.0892404	5.09139
NR_125932	1506	1338.93	0.0997673	4.00496
NR_046262	5346	5178.93	2.63259	408.766
NR_024274	616	449.327	0	0
NR_037184	631	464.311	0.0718356	1
NR_103717	2186	2018.93	0	0
NR_027080	1371	1203.93	0	0
NR_126347	779	612.204	0	0
NR_126360	311	147.33	0	0
NR_126379	715	548.242	0	0
NR_126377	2359	2191.93	0	0
NR_126390	3939	3771.93	0	0
NR_126392	618	451.325	0	0
NR_126452	1428	1260.93	0	0
NR_049849	60	12.6129	0	0
NR_049883	72	15.5715	0	0
NR_049882	78	17.2187	0	0
NR_027695	860	693.157	0	0
NR_125806	1095	927.934	0	0
NR_003945	8741	8573.93	1.10778	284.764
NR_031690	77	16.9268	0	0
NR_030384	95	21.8296	0	0
